state_name,city_name,year,month,day_of_week,time_of_day,accident_severity,number_of_vehicles_involved,vehicle_type_involved,number_of_casualties,number_of_fatalities,weather_conditions,road_type,road_condition,lighting_conditions,traffic_control_presence,speed_limit_(km/h),driver_age,driver_gender,driver_license_status,alcohol_involvement,accident_location_details,day,month_name,hour,area_type
Chhattisgarh,Unknown,2021,July,Sunday,02:53,Minor,2,Auto-Rickshaw,2,5,Clear,Urban Road,Dry,Dawn,Police Checkpost,108,56,Female,Expired,Yes,Bridge,Sunday,,,Unknown
Delhi,Dwarka,2018,April,Wednesday,06:02,Serious,3,Cycle,3,0,Stormy,Village Road,Wet,Daylight,Signs,61,63,Female,Expired,Yes,Straight Road,Wednesday,,,Unknown
Puducherry,Unknown,2023,March,Wednesday,15:21,Serious,1,Truck,5,1,Clear,Urban Road,Wet,Daylight,Signs,54,32,Female,Expired,No,Intersection,Wednesday,,,Unknown
Uttarakhand,Unknown,2022,October,Friday,15:25,Minor,5,Car,5,0,Stormy,Urban Road,Dry,Dusk,Signs,70,57,Female,Unknown,No,Curve,Friday,,,Unknown
Assam,Unknown,2021,June,Tuesday,08:07,Minor,4,Two-Wheeler,4,3,Stormy,National Highway,Wet,Dusk,Signals,87,50,Female,Valid,No,Curve,Tuesday,,,Rural
Nagaland,Unknown,2022,December,Thursday,01:48,Minor,5,Truck,10,3,Foggy,Village Road,Under Construction,Dawn,Signals,58,51,Male,Valid,Yes,Curve,Thursday,,,Unknown
Sikkim,Unknown,2020,February,Monday,21:06,Minor,5,Car,5,4,Rainy,Village Road,Wet,Dark,Unknown,70,28,Female,Expired,No,Curve,Monday,,,Unknown
Delhi,Dwarka,2019,September,Tuesday,17:14,Minor,3,Truck,7,5,Foggy,Urban Road,Dry,Dusk,Police Checkpost,50,32,Female,Valid,No,Straight Road,Tuesday,,,Unknown
Assam,Unknown,2020,December,Sunday,08:21,Fatal,5,Pedestrian,8,1,Hazy,National Highway,Under Construction,Dusk,Signs,51,55,Male,Valid,No,Intersection,Sunday,,,Rural
Gujarat,Surat,2018,January,Tuesday,04:07,Minor,2,Car,2,3,Hazy,State Highway,Under Construction,Dark,Police Checkpost,40,49,Female,Unknown,Yes,Straight Road,Tuesday,,,Unknown
Nagaland,Unknown,2019,August,Wednesday,01:10,Serious,2,Auto-Rickshaw,9,2,Foggy,National Highway,Dry,Dusk,Police Checkpost,32,48,Female,Unknown,No,Intersection,Wednesday,,,Rural
Goa,Unknown,2021,January,Friday,00:32,Minor,2,Auto-Rickshaw,4,1,Foggy,State Highway,Dry,Daylight,Signals,107,51,Male,Unknown,Yes,Intersection,Friday,,,Unknown
West Bengal,Siliguri,2019,December,Friday,23:13,Minor,4,Two-Wheeler,5,2,Stormy,Village Road,Dry,Dawn,Unknown,33,30,Male,Unknown,No,Curve,Friday,,,Unknown
Karnataka,Mangalore,2022,October,Monday,03:13,Fatal,3,Cycle,0,1,Stormy,National Highway,Damaged,Dusk,Signals,58,55,Male,Valid,Yes,Bridge,Monday,,,Rural
Chandigarh,Unknown,2023,March,Saturday,08:19,Serious,4,Auto-Rickshaw,6,0,Hazy,National Highway,Under Construction,Dusk,Police Checkpost,56,38,Female,Expired,Yes,Straight Road,Saturday,,,Rural
Mizoram,Unknown,2018,November,Wednesday,04:55,Minor,1,Truck,8,3,Stormy,Urban Road,Damaged,Daylight,Unknown,116,37,Male,Expired,No,Bridge,Wednesday,,,Unknown
Sikkim,Unknown,2020,August,Friday,23:43,Fatal,1,Pedestrian,0,4,Stormy,Village Road,Damaged,Dark,Signs,64,37,Female,Unknown,No,Bridge,Friday,,,Unknown
Madhya Pradesh,Unknown,2018,July,Monday,23:44,Minor,5,Pedestrian,1,1,Rainy,State Highway,Damaged,Dark,Signals,51,48,Male,Unknown,Yes,Curve,Monday,,,Unknown
Karnataka,Mangalore,2020,March,Tuesday,02:36,Fatal,4,Truck,6,4,Rainy,Village Road,Damaged,Daylight,Signs,48,44,Female,Unknown,No,Straight Road,Tuesday,,,Unknown
Rajasthan,Jaipur,2019,July,Saturday,11:14,Fatal,1,Car,5,1,Stormy,National Highway,Wet,Dark,Police Checkpost,71,59,Female,Expired,No,Straight Road,Saturday,,,Rural
Puducherry,Unknown,2022,December,Friday,11:09,Serious,5,Pedestrian,10,2,Hazy,National Highway,Wet,Dawn,Unknown,43,19,Female,Unknown,No,Bridge,Friday,,,Rural
Uttar Pradesh,Varanasi,2018,April,Thursday,23:33,Fatal,2,Pedestrian,9,2,Rainy,National Highway,Wet,Dark,Signs,79,35,Female,Valid,No,Straight Road,Thursday,,,Rural
Sikkim,Unknown,2022,July,Wednesday,22:20,Fatal,4,Bus,6,0,Hazy,State Highway,Wet,Dawn,Police Checkpost,37,23,Male,Valid,No,Curve,Wednesday,,,Unknown
Rajasthan,Jodhpur,2022,November,Sunday,00:51,Serious,4,Pedestrian,1,2,Clear,Village Road,Under Construction,Dusk,Police Checkpost,115,64,Female,Expired,Yes,Straight Road,Sunday,,,Unknown
Karnataka,Bangalore,2023,December,Saturday,15:23,Minor,4,Pedestrian,2,1,Foggy,Urban Road,Damaged,Daylight,Police Checkpost,69,70,Female,Expired,No,Bridge,Saturday,,,Unknown
Kerala,Unknown,2023,January,Tuesday,12:26,Minor,1,Auto-Rickshaw,2,1,Foggy,Urban Road,Dry,Dusk,Signs,104,50,Male,Unknown,No,Bridge,Tuesday,,,Unknown
Uttarakhand,Unknown,2019,February,Friday,08:08,Fatal,4,Auto-Rickshaw,7,1,Rainy,National Highway,Damaged,Daylight,Police Checkpost,104,35,Male,Expired,Yes,Straight Road,Friday,,,Rural
Rajasthan,Jaipur,2020,December,Wednesday,21:46,Serious,5,Truck,2,0,Foggy,Village Road,Wet,Dusk,Police Checkpost,33,48,Male,Valid,Yes,Curve,Wednesday,,,Unknown
Gujarat,Ahmedabad,2022,November,Friday,19:57,Serious,3,Two-Wheeler,7,3,Hazy,State Highway,Under Construction,Dusk,Police Checkpost,107,27,Female,Expired,Yes,Straight Road,Friday,,,Unknown
Jammu And Kashmir,Unknown,2021,April,Wednesday,02:34,Minor,2,Pedestrian,6,2,Hazy,State Highway,Under Construction,Dawn,Signs,88,23,Female,Valid,Yes,Curve,Wednesday,,,Unknown
Jammu And Kashmir,Unknown,2019,October,Wednesday,06:29,Minor,1,Pedestrian,9,3,Hazy,Village Road,Wet,Dusk,Signals,65,47,Female,Valid,Yes,Straight Road,Wednesday,,,Unknown
Himachal Pradesh,Unknown,2018,April,Friday,01:25,Minor,2,Car,6,2,Rainy,National Highway,Dry,Dusk,Police Checkpost,30,33,Male,Expired,No,Intersection,Friday,,,Rural
Tripura,Unknown,2018,June,Friday,20:28,Minor,5,Car,3,5,Stormy,Village Road,Damaged,Dawn,Signs,105,56,Male,Expired,No,Intersection,Friday,,,Unknown
Jammu And Kashmir,Unknown,2021,April,Thursday,04:55,Fatal,1,Two-Wheeler,5,0,Clear,Urban Road,Dry,Daylight,Signs,85,49,Male,Valid,Yes,Bridge,Thursday,,,Unknown
Goa,Unknown,2023,February,Saturday,15:38,Serious,1,Pedestrian,5,4,Clear,Urban Road,Damaged,Dark,Signals,59,39,Male,Expired,No,Intersection,Saturday,,,Unknown
Telangana,Unknown,2020,May,Monday,07:02,Serious,3,Bus,0,5,Hazy,State Highway,Dry,Dusk,Police Checkpost,50,38,Female,Valid,Yes,Curve,Monday,,,Unknown
Meghalaya,Unknown,2021,December,Tuesday,03:09,Minor,4,Cycle,8,5,Clear,National Highway,Wet,Dusk,Signs,65,26,Female,Unknown,Yes,Intersection,Tuesday,,,Rural
Punjab,Unknown,2023,December,Saturday,20:27,Fatal,2,Pedestrian,4,5,Rainy,Village Road,Under Construction,Dawn,Signs,54,23,Female,Unknown,No,Bridge,Saturday,,,Unknown
Madhya Pradesh,Unknown,2018,March,Friday,13:34,Serious,4,Two-Wheeler,9,1,Stormy,Village Road,Dry,Dusk,Signals,111,52,Female,Expired,Yes,Straight Road,Friday,,,Unknown
Chhattisgarh,Unknown,2023,July,Tuesday,21:52,Fatal,1,Auto-Rickshaw,2,0,Hazy,Village Road,Dry,Dusk,Signals,118,45,Female,Unknown,No,Bridge,Tuesday,,,Unknown
Jharkhand,Unknown,2019,April,Sunday,05:24,Minor,3,Cycle,10,1,Rainy,Urban Road,Dry,Dawn,Unknown,38,42,Male,Unknown,No,Bridge,Sunday,,,Unknown
Tamil Nadu,Madurai,2022,April,Friday,10:06,Serious,2,Truck,6,5,Rainy,Urban Road,Damaged,Dawn,Police Checkpost,39,45,Female,Unknown,No,Intersection,Friday,,,Unknown
Jharkhand,Unknown,2020,October,Wednesday,06:29,Serious,5,Truck,10,0,Stormy,Village Road,Wet,Dusk,Signals,35,21,Male,Valid,No,Straight Road,Wednesday,,,Unknown
Sikkim,Unknown,2022,April,Tuesday,12:28,Minor,2,Car,7,0,Rainy,Village Road,Wet,Dusk,Signs,54,56,Male,Unknown,Yes,Curve,Tuesday,,,Unknown
Uttarakhand,Unknown,2023,April,Saturday,02:07,Fatal,2,Pedestrian,7,3,Clear,State Highway,Dry,Dusk,Signs,44,20,Male,Valid,No,Bridge,Saturday,,,Unknown
Goa,Unknown,2020,October,Saturday,22:40,Fatal,2,Truck,6,5,Stormy,Urban Road,Wet,Dawn,Unknown,110,35,Male,Valid,No,Curve,Saturday,,,Unknown
Himachal Pradesh,Unknown,2022,May,Thursday,19:28,Fatal,1,Pedestrian,5,2,Stormy,National Highway,Wet,Daylight,Signals,65,30,Female,Valid,Yes,Bridge,Thursday,,,Rural
Karnataka,Mangalore,2020,February,Thursday,19:57,Serious,5,Truck,4,4,Stormy,Village Road,Dry,Dusk,Police Checkpost,95,40,Male,Valid,Yes,Intersection,Thursday,,,Unknown
Mizoram,Unknown,2020,April,Monday,12:36,Serious,3,Car,5,0,Stormy,State Highway,Dry,Daylight,Unknown,86,42,Male,Unknown,No,Bridge,Monday,,,Unknown
Jammu And Kashmir,Unknown,2021,October,Wednesday,18:47,Serious,1,Truck,0,5,Stormy,State Highway,Dry,Dusk,Signs,82,69,Male,Unknown,No,Straight Road,Wednesday,,,Unknown
Maharashtra,Pune,2022,February,Saturday,12:06,Serious,2,Two-Wheeler,6,4,Clear,Urban Road,Dry,Dawn,Police Checkpost,71,52,Male,Valid,Yes,Bridge,Saturday,,,Unknown
Bihar,Unknown,2022,February,Tuesday,21:48,Fatal,4,Two-Wheeler,7,2,Foggy,National Highway,Damaged,Dawn,Police Checkpost,48,22,Male,Unknown,No,Straight Road,Tuesday,,,Rural
Jharkhand,Unknown,2019,December,Wednesday,10:34,Minor,5,Truck,3,1,Hazy,Urban Road,Wet,Dark,Signs,42,42,Female,Valid,Yes,Straight Road,Wednesday,,,Unknown
West Bengal,Kolkata,2021,June,Wednesday,15:12,Serious,3,Bus,3,1,Rainy,Urban Road,Under Construction,Dusk,Signs,102,40,Female,Unknown,No,Bridge,Wednesday,,,Unknown
Delhi,New Delhi,2022,February,Tuesday,19:10,Minor,2,Bus,2,1,Clear,National Highway,Under Construction,Dusk,Signs,73,42,Female,Unknown,Yes,Intersection,Tuesday,,,Rural
Uttar Pradesh,Lucknow,2021,November,Thursday,17:19,Minor,1,Bus,4,4,Clear,National Highway,Damaged,Dusk,Signs,98,35,Female,Unknown,Yes,Straight Road,Thursday,,,Rural
Goa,Unknown,2019,March,Saturday,19:05,Serious,4,Bus,5,2,Stormy,Urban Road,Damaged,Daylight,Unknown,76,20,Female,Unknown,No,Straight Road,Saturday,,,Unknown
Andhra Pradesh,Tirupati,2021,June,Tuesday,15:15,Serious,3,Cycle,2,0,Clear,National Highway,Under Construction,Dark,Signals,83,32,Female,Valid,No,Intersection,Tuesday,,,Rural
Tripura,Unknown,2018,October,Sunday,19:28,Minor,5,Two-Wheeler,1,5,Rainy,National Highway,Dry,Dawn,Signs,76,47,Female,Valid,Yes,Straight Road,Sunday,,,Rural
Himachal Pradesh,Unknown,2023,July,Tuesday,01:18,Minor,1,Cycle,2,0,Rainy,Urban Road,Under Construction,Daylight,Unknown,103,30,Female,Expired,No,Intersection,Tuesday,,,Unknown
Uttarakhand,Unknown,2022,April,Sunday,08:08,Fatal,5,Cycle,4,2,Clear,Village Road,Wet,Daylight,Signals,87,23,Male,Valid,Yes,Intersection,Sunday,,,Unknown
Nagaland,Unknown,2020,November,Sunday,07:11,Minor,5,Truck,5,1,Rainy,State Highway,Damaged,Dark,Unknown,36,30,Female,Expired,No,Bridge,Sunday,,,Unknown
Meghalaya,Unknown,2023,October,Wednesday,01:34,Serious,2,Bus,4,3,Rainy,National Highway,Damaged,Daylight,Unknown,47,66,Female,Valid,No,Straight Road,Wednesday,,,Rural
Odisha,Unknown,2021,February,Monday,20:05,Minor,5,Truck,5,4,Stormy,Village Road,Dry,Dark,Signs,113,57,Male,Valid,Yes,Straight Road,Monday,,,Unknown
Nagaland,Unknown,2022,March,Friday,20:28,Minor,3,Two-Wheeler,0,0,Foggy,National Highway,Wet,Daylight,Signs,64,37,Female,Unknown,No,Intersection,Friday,,,Rural
Chandigarh,Unknown,2020,September,Thursday,10:57,Fatal,2,Pedestrian,3,3,Foggy,Village Road,Wet,Dark,Signals,113,69,Male,Valid,No,Intersection,Thursday,,,Unknown
Karnataka,Mysore,2018,January,Saturday,19:34,Serious,1,Two-Wheeler,0,2,Rainy,State Highway,Wet,Daylight,Signals,37,28,Male,Expired,Yes,Intersection,Saturday,,,Unknown
Mizoram,Unknown,2019,February,Wednesday,08:12,Fatal,4,Car,3,1,Hazy,State Highway,Wet,Dusk,Signs,80,68,Male,Unknown,Yes,Straight Road,Wednesday,,,Unknown
Haryana,Unknown,2018,June,Friday,06:56,Serious,2,Pedestrian,8,5,Rainy,State Highway,Wet,Dawn,Police Checkpost,30,23,Male,Unknown,Yes,Intersection,Friday,,,Unknown
Jammu And Kashmir,Unknown,2023,August,Monday,23:54,Fatal,2,Cycle,10,1,Foggy,State Highway,Dry,Daylight,Unknown,94,63,Female,Valid,Yes,Intersection,Monday,,,Unknown
Maharashtra,Mumbai,2022,July,Saturday,09:37,Serious,3,Car,10,3,Foggy,Village Road,Dry,Dark,Signs,101,67,Male,Unknown,No,Intersection,Saturday,,,Unknown
Kerala,Unknown,2018,September,Tuesday,23:21,Minor,3,Truck,2,4,Stormy,National Highway,Dry,Dusk,Police Checkpost,71,39,Female,Expired,No,Intersection,Tuesday,,,Rural
Tripura,Unknown,2019,November,Wednesday,21:54,Minor,4,Bus,0,1,Stormy,State Highway,Dry,Dark,Unknown,92,64,Male,Valid,Yes,Bridge,Wednesday,,,Unknown
Kerala,Unknown,2020,December,Thursday,03:43,Minor,5,Bus,1,2,Clear,Urban Road,Wet,Dusk,Unknown,97,55,Female,Valid,No,Bridge,Thursday,,,Unknown
Himachal Pradesh,Unknown,2019,July,Thursday,22:25,Serious,4,Pedestrian,2,5,Foggy,Urban Road,Damaged,Dusk,Signs,48,18,Female,Expired,Yes,Curve,Thursday,,,Unknown
Chandigarh,Unknown,2019,October,Wednesday,00:47,Fatal,3,Auto-Rickshaw,5,2,Stormy,State Highway,Dry,Dark,Signals,112,27,Female,Expired,No,Bridge,Wednesday,,,Unknown
Punjab,Unknown,2023,July,Tuesday,13:26,Fatal,5,Truck,10,0,Clear,National Highway,Wet,Dusk,Police Checkpost,34,59,Male,Expired,No,Straight Road,Tuesday,,,Rural
Jharkhand,Unknown,2022,May,Thursday,23:01,Fatal,5,Two-Wheeler,5,0,Hazy,National Highway,Damaged,Dark,Unknown,90,52,Female,Valid,Yes,Straight Road,Thursday,,,Rural
Puducherry,Unknown,2018,May,Thursday,19:02,Fatal,2,Car,8,3,Clear,National Highway,Dry,Dusk,Unknown,115,28,Female,Valid,Yes,Curve,Thursday,,,Rural
Telangana,Unknown,2023,March,Monday,16:38,Fatal,2,Bus,5,4,Stormy,National Highway,Wet,Dusk,Unknown,101,31,Female,Valid,Yes,Curve,Monday,,,Rural
Manipur,Unknown,2018,May,Saturday,10:14,Serious,5,Truck,2,2,Foggy,State Highway,Dry,Daylight,Unknown,85,52,Female,Valid,No,Bridge,Saturday,,,Unknown
Mizoram,Unknown,2019,September,Saturday,19:35,Fatal,3,Pedestrian,8,2,Foggy,Urban Road,Wet,Dusk,Signs,49,64,Male,Valid,Yes,Curve,Saturday,,,Unknown
Mizoram,Unknown,2019,September,Tuesday,06:20,Fatal,3,Two-Wheeler,3,3,Rainy,Urban Road,Dry,Dawn,Unknown,94,54,Female,Unknown,Yes,Bridge,Tuesday,,,Unknown
Uttarakhand,Unknown,2019,September,Saturday,05:24,Minor,3,Pedestrian,7,3,Clear,Village Road,Dry,Dawn,Signals,48,45,Male,Valid,No,Intersection,Saturday,,,Unknown
Andhra Pradesh,Tirupati,2020,May,Friday,18:02,Serious,2,Truck,7,1,Hazy,Urban Road,Wet,Dark,Police Checkpost,111,44,Male,Unknown,Yes,Intersection,Friday,,,Unknown
Uttar Pradesh,Lucknow,2023,October,Friday,07:31,Fatal,2,Pedestrian,10,4,Clear,Village Road,Damaged,Dusk,Signals,113,23,Female,Valid,No,Bridge,Friday,,,Unknown
Chandigarh,Unknown,2018,July,Thursday,02:51,Fatal,4,Auto-Rickshaw,5,4,Foggy,Urban Road,Under Construction,Daylight,Signs,93,30,Male,Unknown,No,Intersection,Thursday,,,Unknown
Jammu And Kashmir,Unknown,2019,August,Wednesday,18:24,Fatal,1,Two-Wheeler,6,5,Stormy,Village Road,Wet,Dawn,Signs,78,54,Female,Unknown,Yes,Straight Road,Wednesday,,,Unknown
Gujarat,Vadodara,2018,February,Monday,10:59,Serious,3,Two-Wheeler,5,1,Clear,State Highway,Dry,Daylight,Police Checkpost,87,23,Male,Expired,Yes,Curve,Monday,,,Unknown
Telangana,Unknown,2018,August,Friday,18:00,Serious,5,Auto-Rickshaw,7,0,Foggy,Urban Road,Dry,Daylight,Police Checkpost,70,52,Female,Unknown,Yes,Curve,Friday,,,Unknown
Puducherry,Unknown,2023,September,Tuesday,12:09,Fatal,5,Truck,9,3,Clear,Village Road,Under Construction,Dawn,Unknown,90,69,Female,Valid,Yes,Bridge,Tuesday,,,Unknown
Assam,Unknown,2023,November,Wednesday,03:29,Serious,3,Bus,5,1,Clear,National Highway,Damaged,Dark,Signals,111,37,Female,Valid,No,Intersection,Wednesday,,,Rural
Telangana,Unknown,2023,December,Tuesday,10:25,Serious,5,Auto-Rickshaw,7,3,Clear,Village Road,Dry,Dark,Signs,58,62,Male,Valid,No,Straight Road,Tuesday,,,Unknown
Himachal Pradesh,Unknown,2019,September,Wednesday,18:52,Minor,4,Pedestrian,1,3,Rainy,Urban Road,Wet,Daylight,Unknown,109,66,Male,Valid,Yes,Curve,Wednesday,,,Unknown
Tamil Nadu,Madurai,2023,January,Sunday,17:11,Minor,4,Bus,9,4,Stormy,Village Road,Dry,Daylight,Signals,70,66,Male,Valid,No,Bridge,Sunday,,,Unknown
Sikkim,Unknown,2020,July,Monday,23:29,Serious,4,Truck,7,0,Stormy,Village Road,Under Construction,Dusk,Signs,111,62,Male,Unknown,No,Curve,Monday,,,Unknown
Jammu And Kashmir,Unknown,2021,June,Thursday,23:27,Serious,3,Pedestrian,0,5,Hazy,State Highway,Wet,Dawn,Signs,89,51,Female,Expired,Yes,Curve,Thursday,,,Unknown
Assam,Unknown,2021,November,Saturday,12:14,Serious,3,Car,4,2,Stormy,Village Road,Wet,Dark,Police Checkpost,61,21,Female,Unknown,No,Bridge,Saturday,,,Unknown
Uttar Pradesh,Lucknow,2022,September,Thursday,20:23,Minor,3,Two-Wheeler,8,3,Rainy,State Highway,Damaged,Dawn,Signals,114,29,Female,Expired,Yes,Bridge,Thursday,,,Unknown
Goa,Unknown,2022,July,Friday,08:10,Minor,3,Car,7,1,Stormy,Urban Road,Dry,Daylight,Police Checkpost,42,24,Female,Valid,No,Bridge,Friday,,,Unknown
Rajasthan,Udaipur,2018,September,Saturday,20:47,Minor,1,Auto-Rickshaw,10,4,Stormy,State Highway,Dry,Dawn,Signs,43,45,Female,Valid,No,Curve,Saturday,,,Unknown
Kerala,Unknown,2021,September,Saturday,21:12,Fatal,2,Pedestrian,1,3,Clear,Urban Road,Dry,Dusk,Police Checkpost,107,53,Female,Valid,Yes,Curve,Saturday,,,Unknown
Chhattisgarh,Unknown,2022,December,Monday,10:48,Fatal,2,Truck,0,5,Foggy,Village Road,Dry,Dusk,Signs,66,68,Female,Valid,No,Intersection,Monday,,,Unknown
Arunachal Pradesh,Unknown,2023,October,Thursday,14:09,Fatal,1,Truck,2,1,Hazy,State Highway,Damaged,Dark,Signs,69,28,Male,Valid,No,Intersection,Thursday,,,Unknown
Manipur,Unknown,2022,March,Monday,10:47,Serious,2,Car,5,4,Stormy,State Highway,Under Construction,Dawn,Signs,46,44,Male,Valid,Yes,Straight Road,Monday,,,Unknown
Odisha,Unknown,2021,July,Saturday,00:49,Fatal,4,Bus,2,0,Hazy,Urban Road,Under Construction,Dark,Unknown,104,59,Male,Expired,Yes,Intersection,Saturday,,,Unknown
Uttar Pradesh,Kanpur,2018,November,Sunday,18:21,Serious,2,Two-Wheeler,9,2,Foggy,Village Road,Dry,Dawn,Unknown,107,58,Male,Expired,Yes,Curve,Sunday,,,Unknown
Mizoram,Unknown,2020,April,Friday,00:32,Serious,4,Auto-Rickshaw,2,5,Hazy,State Highway,Wet,Daylight,Signs,109,66,Male,Valid,Yes,Intersection,Friday,,,Unknown
Haryana,Unknown,2023,November,Friday,05:04,Minor,4,Auto-Rickshaw,9,0,Foggy,State Highway,Dry,Dawn,Signals,48,55,Male,Expired,Yes,Straight Road,Friday,,,Unknown
Himachal Pradesh,Unknown,2023,February,Friday,12:16,Minor,4,Car,5,0,Hazy,State Highway,Wet,Daylight,Signals,68,52,Male,Valid,Yes,Curve,Friday,,,Unknown
Uttarakhand,Unknown,2022,November,Thursday,12:15,Fatal,1,Bus,7,0,Clear,Urban Road,Dry,Dark,Signs,87,30,Male,Valid,Yes,Straight Road,Thursday,,,Unknown
Andhra Pradesh,Vijayawada,2018,October,Wednesday,03:40,Serious,4,Bus,6,3,Rainy,Village Road,Under Construction,Dusk,Signals,117,58,Male,Unknown,Yes,Intersection,Wednesday,,,Unknown
Tamil Nadu,Coimbatore,2022,May,Saturday,13:58,Fatal,3,Car,8,4,Clear,State Highway,Dry,Dark,Signs,109,37,Male,Expired,No,Bridge,Saturday,,,Unknown
Goa,Unknown,2022,July,Friday,07:03,Minor,5,Truck,9,3,Stormy,National Highway,Damaged,Dusk,Unknown,59,23,Female,Valid,Yes,Straight Road,Friday,,,Rural
Arunachal Pradesh,Unknown,2020,April,Tuesday,03:42,Serious,1,Truck,8,2,Rainy,National Highway,Wet,Daylight,Unknown,90,55,Female,Unknown,No,Curve,Tuesday,,,Rural
Rajasthan,Jaipur,2019,June,Sunday,21:59,Fatal,1,Two-Wheeler,9,0,Rainy,Village Road,Dry,Dawn,Unknown,70,56,Male,Valid,No,Intersection,Sunday,,,Unknown
Assam,Unknown,2019,February,Tuesday,07:57,Fatal,2,Bus,9,3,Stormy,State Highway,Dry,Dusk,Signs,120,21,Female,Unknown,No,Intersection,Tuesday,,,Unknown
Karnataka,Mysore,2023,December,Monday,15:59,Fatal,1,Bus,7,5,Foggy,Village Road,Damaged,Dawn,Signals,59,61,Male,Valid,Yes,Curve,Monday,,,Unknown
Maharashtra,Pune,2019,June,Saturday,12:09,Minor,3,Pedestrian,8,1,Foggy,Village Road,Dry,Dawn,Signals,63,65,Female,Unknown,No,Straight Road,Saturday,,,Unknown
Bihar,Unknown,2023,January,Saturday,19:01,Minor,4,Car,7,2,Hazy,National Highway,Under Construction,Dark,Police Checkpost,34,36,Female,Unknown,No,Curve,Saturday,,,Rural
Rajasthan,Jaipur,2020,June,Saturday,14:31,Minor,1,Auto-Rickshaw,4,0,Foggy,Urban Road,Damaged,Daylight,Signals,119,44,Male,Expired,Yes,Straight Road,Saturday,,,Unknown
Gujarat,Surat,2019,July,Friday,07:46,Fatal,5,Auto-Rickshaw,8,1,Clear,State Highway,Wet,Dusk,Signals,104,56,Male,Unknown,No,Bridge,Friday,,,Unknown
Arunachal Pradesh,Unknown,2020,February,Wednesday,09:05,Minor,1,Cycle,0,5,Foggy,Urban Road,Under Construction,Dusk,Unknown,46,21,Female,Valid,No,Straight Road,Wednesday,,,Unknown
Madhya Pradesh,Unknown,2020,December,Saturday,15:42,Minor,1,Pedestrian,9,1,Clear,State Highway,Under Construction,Dawn,Signs,38,67,Female,Valid,Yes,Straight Road,Saturday,,,Unknown
Jammu And Kashmir,Unknown,2020,January,Monday,21:09,Minor,3,Truck,10,2,Stormy,Village Road,Under Construction,Dawn,Police Checkpost,90,56,Male,Expired,Yes,Straight Road,Monday,,,Unknown
Gujarat,Surat,2020,January,Friday,04:30,Minor,3,Two-Wheeler,9,5,Clear,National Highway,Under Construction,Daylight,Unknown,62,23,Female,Unknown,Yes,Intersection,Friday,,,Rural
Nagaland,Unknown,2020,November,Saturday,23:41,Serious,2,Cycle,1,5,Clear,Urban Road,Dry,Daylight,Unknown,100,22,Male,Valid,Yes,Curve,Saturday,,,Unknown
Nagaland,Unknown,2020,March,Saturday,20:41,Fatal,2,Car,5,1,Clear,Urban Road,Wet,Dawn,Signs,117,34,Female,Valid,Yes,Intersection,Saturday,,,Unknown
Jammu And Kashmir,Unknown,2019,August,Monday,04:54,Serious,3,Auto-Rickshaw,8,0,Stormy,Urban Road,Wet,Dark,Signs,112,21,Female,Valid,Yes,Intersection,Monday,,,Unknown
Madhya Pradesh,Unknown,2020,September,Friday,17:51,Serious,5,Truck,10,5,Hazy,National Highway,Wet,Dawn,Signals,72,19,Female,Unknown,No,Straight Road,Friday,,,Rural
Telangana,Unknown,2019,March,Wednesday,09:47,Serious,5,Auto-Rickshaw,4,3,Hazy,State Highway,Wet,Dawn,Police Checkpost,110,61,Female,Unknown,Yes,Curve,Wednesday,,,Unknown
Tripura,Unknown,2018,March,Thursday,22:38,Serious,3,Pedestrian,10,3,Rainy,State Highway,Damaged,Dark,Signs,96,41,Male,Expired,Yes,Bridge,Thursday,,,Unknown
Assam,Unknown,2021,December,Wednesday,03:12,Serious,4,Two-Wheeler,9,5,Foggy,National Highway,Wet,Dawn,Signs,109,48,Female,Unknown,Yes,Curve,Wednesday,,,Rural
Haryana,Unknown,2022,June,Wednesday,06:32,Serious,4,Car,3,3,Foggy,Urban Road,Damaged,Dusk,Signs,77,69,Female,Unknown,No,Bridge,Wednesday,,,Unknown
Jammu And Kashmir,Unknown,2023,August,Monday,06:41,Serious,1,Two-Wheeler,5,3,Hazy,Village Road,Under Construction,Dawn,Police Checkpost,64,22,Female,Unknown,No,Bridge,Monday,,,Unknown
Nagaland,Unknown,2021,June,Friday,08:28,Serious,4,Truck,5,2,Hazy,Village Road,Under Construction,Dusk,Signs,106,23,Female,Unknown,Yes,Straight Road,Friday,,,Unknown
Tamil Nadu,Chennai,2018,November,Saturday,01:42,Fatal,2,Truck,1,5,Foggy,State Highway,Wet,Dark,Police Checkpost,50,65,Male,Valid,Yes,Bridge,Saturday,,,Unknown
Goa,Unknown,2022,August,Wednesday,14:37,Serious,2,Truck,1,5,Rainy,Village Road,Under Construction,Dark,Police Checkpost,55,37,Male,Unknown,No,Curve,Wednesday,,,Unknown
Mizoram,Unknown,2020,August,Monday,10:52,Serious,3,Auto-Rickshaw,10,2,Hazy,National Highway,Dry,Daylight,Signals,30,35,Male,Unknown,Yes,Curve,Monday,,,Rural
Meghalaya,Unknown,2019,July,Monday,06:31,Serious,5,Bus,2,3,Foggy,State Highway,Under Construction,Dusk,Signals,101,55,Female,Unknown,Yes,Intersection,Monday,,,Unknown
